Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
6fe2fb28-aed7-38ae-8e33-f54063b84bc8,2a6298c1-8383-35ca-88e1-00587bed08f6,Tressa150 Stark857,F,GENERAL PRACTICE,2776 CLEVELAND AVE,FORT MYERS,FL,33901,26.432536,-81.91674599999997,4
f1fc5061-f411-3f48-b53a-2238a00852b9,eedb7a55-60ca-38d7-9b41-a630c4523dbd,Carol737 Weimann465,F,GENERAL PRACTICE,809 E MARION AVE,PUNTA GORDA,FL,33950,26.876171000000006,-81.836764,1
df005256-cc78-3851-9507-b57e0cf53497,c29bd243-9860-3b75-a8ab-52f1ea35446d,Alexander630 Murphy561,F,GENERAL PRACTICE,13681 DOCTORS WAY,FORT MYERS,FL,33912,26.61901,-81.831956,15
a88fcc78-69fd-3664-b299-5b5aedcd9693,dfc9ba8e-8801-342a-a6fd-c2a1c4fee8f1,Sheryll569 Hammes673,F,GENERAL PRACTICE,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,26.643119,-81.997331,7
ab5cb68e-315f-3382-81ea-63b62301f247,aab40c3b-f15a-332c-bc36-08f3c4db4fa1,Arielle168 Senger904,F,GENERAL PRACTICE,3940 METRO PKWY,FT MYERS,FL,33916-9407,26.61901,-81.831956,59
2a5b5d2d-a3c9-30fa-a98c-1ee655d14697,eaca628d-8173-31d0-86b4-07a14926044f,Beaulah36 Farrell962,F,GENERAL PRACTICE,1342 COLONIAL BLVD,FORT MYERS,FL,33907-1011,26.559034999999998,-81.891994,9
1bbbfc65-7404-3a1a-9334-f891711666e7,99a9a26e-65f7-35df-a66f-3a63354eccde,Robert854 Leannon79,F,GENERAL PRACTICE,1224 ALABAR LN,CAPE CORAL,FL,33909-5102,26.655205,-82.00428000000001,43
002c751e-acb2-3ef8-b885-b17a4448d3a8,c1889ae1-6974-3ba7-baac-92a4be910af5,Rocco842 Olson653,M,GENERAL PRACTICE,610 ASTARIAS CIR,FORT MYERS,FL,33919-3200,26.559034999999998,-81.891994,28
27ed1bd7-b575-3a14-89f2-463fe034766e,16800763-e33c-32bf-a27d-3e966d86e607,Alexander630 Keebler762,M,GENERAL PRACTICE,545 PINE ISLAND RD,NORTH FORT MYERS,FL,33903-3764,26.722062,-81.863262,142
0b27eca2-30f2-371d-9be3-3bf553acd8b9,51c84542-11ea-3e90-b903-4bc4767bf599,Linwood526 Windler79,M,GENERAL PRACTICE,8010 SUMMERLIN LAKES DR,FT MYERS,FL,33907-1849,26.55052,-81.867802,105
38b8de70-8070-30f4-839d-f39cff8852ed,91d0eeb9-56c2-3137-a625-28fa6d1f3883,Emmitt44 Reichert620,M,GENERAL PRACTICE,2709 SWAMP CABBAGE COURT,FORT MYERS,FL,33901-9355,26.559034999999998,-81.891994,56
2099cb92-b0c9-3b3f-8193-8fc0cd750114,3f471f43-a6be-37e7-8d0a-eb25b4812bf3,Quinton758 O'Kon634,M,GENERAL PRACTICE,88 PINE ISLAND RD,N FT MYERS,FL,33903-3745,26.689447,-81.89440400000002,63
a4c1d778-d310-3a48-8b67-8ff6546c16e1,3412857b-a940-3fbd-83fd-d335c729c4dd,Dwayne786 Cole117,M,GENERAL PRACTICE,15640 NEW HAMPSHIRE CT,FT MYERS,FL,33908-4168,26.476694,-81.81886300000002,111
28fbc61e-3a57-3066-878c-83e398a7a9a7,1cd89c03-1d08-3c84-8b91-1e1fbf63549f,Shelton25 Turcotte120,M,GENERAL PRACTICE,13180 N CLEVELAND AVE,NORTH FORT MYERS,FL,33903-6231,26.722062,-81.863262,50
a5885194-b8a5-3d01-9039-452c5f7823a1,67704873-42b9-3867-8552-41a4e559d254,Estela596 Sierra982,F,GENERAL PRACTICE,15721 NEW HAMPSHIRE CT,FORT MEYERS,FL,33908-4176,26.476694,-81.81886300000002,33
133e9a5d-9a66-3f1f-866e-3ee4e6614901,df546584-2978-3b67-aff7-afc18e5c8817,Aiko748 Wolff180,F,GENERAL PRACTICE,3615 CENTRAL AVE,FT MYERS,FL,33901-8257,26.61901,-81.831956,329
a620d2bd-4cc5-3b16-b652-492eba3049cc,abbd42a7-bd40-346a-ab1e-042c4fd99513,Jerald662 Carter549,M,GENERAL PRACTICE,8350 RIVERWALK PARK BLVD,FT MYERS,FL,33919-8759,26.572483,-81.890588,388
9278b20d-cbd8-3620-967f-7dbb2097e61e,eaf45bea-0fea-3fb6-b042-c1a1c18d9c08,Gilberte702 Watsica258,F,GENERAL PRACTICE,8190 LITTLETON RD,NORTH FORT MYERS,FL,33903-2228,26.722062,-81.863262,39
a6aef365-cd14-3b57-9399-c206af916dd3,6cfee052-cfa3-3ece-ad2c-887fca7d4273,Refugio197 Stokes453,M,GENERAL PRACTICE,1222 SE 47TH ST,CAPE CORAL,FL,33904-9661,26.655205,-82.00428000000001,72
91dabce5-3235-3c4e-84f8-3482e1084ef5,16561930-fd8c-3ace-9bf1-cd5e668b62e8,Marjorie611 Bayer639,F,GENERAL PRACTICE,290 NW NICHOLAS PKWY,CAPE CORAL,FL,33991-3804,26.655205,-82.00428000000001,52
dcded7f9-de85-38d6-9086-d3a6dc4e6e99,f58740a6-8db6-3472-8c85-b1d02ff33a5b,Caprice565 Stanton715,F,GENERAL PRACTICE,18900 N TAMIAMI TRAIL,NORTH FORT MYERS,FL,33903-7307,26.722062,-81.863262,3
