Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
22250855-5a29-bbc6-1964-bbae9c7ba01d,1987-03-08,,999-70-5669,S99932827,X20324577X,Mr.,Shayne60,Hammes673,,,M,white,nonhispanic,M,St. Petersburg  Florida  US,1018 Kozey Common,Fort Myers,Florida,Lee County,33966,26.672532395828046,-81.79167060022604,806801.3099999998,0.0
81ebc803-1401-e5f8-4eb8-3411fa920aeb,2004-11-03,,999-97-9690,S99937811,,,Bernardo699,Valles311,,,,black,hispanic,M,San Salvador  El Salvador  SV,456 Williamson Mission,Fort Myers,Florida,Lee County,33990,26.643983804772073,-81.74039632908566,52259.212499999994,7585.037500000002
7042bd0b-7cae-7d7a-d840-a44ff33a5ecf,1968-04-12,,999-38-9718,S99999503,X57017107X,Mr.,Earnest658,Pacocha935,,,M,white,nonhispanic,M,Port St. Lucie  Florida  US,1089 O'Reilly Mews Apt 12,Fort Myers,Florida,Lee County,33971,26.616427604809726,-81.85645452561103,1251278.83,0.0
cf856252-258b-d8b7-3891-835d39885107,1961-03-01,,999-96-2150,S99932998,X74301990X,Mrs.,Annetta101,Moen819,,McCullough561,M,white,nonhispanic,F,Wellington  Florida  US,528 Lind Green,Fort Myers,Florida,Lee County,33905,26.684557012605133,-81.71652055848092,1406246.7500000005,0.0
ea7bddbf-ee59-b1c5-b577-6ec88bb31795,1961-07-16,,999-14-1994,S99970805,X78301613X,Ms.,Nina110,Connelly992,,,S,white,hispanic,F,Riverview  Florida  US,1089 Strosin Row,Fort Myers,Florida,Lee County,33905,26.72599278298551,-81.86369530178553,1408546.7500000005,0.0
ed1cd09e-a1f3-db26-1129-8f71812e2cfc,1965-05-16,,999-62-8684,S99998874,X15595556X,Ms.,Inés791,Serrano248,,,S,white,hispanic,F,Lima  Lima Province  PE,372 Torp Stravenue Suite 13,Fort Myers,Florida,Lee County,33907,26.670351179928524,-81.99350423003791,1328527.2200000002,0.0
e4f60399-5147-d1cf-bd2b-d59a5f9dee9b,1917-09-11,2007-10-15,999-29-7203,S99937008,X36031781X,Mrs.,Stephenie799,Lueilwitz711,,Tremblay80,M,white,nonhispanic,F,Gainesville  Florida  US,428 Ward Plaza Unit 77,Fort Myers,Florida,Lee County,33966,26.596829260637843,-81.8810977469421,2070763.850000001,5519.21
4405b7e4-9cff-13e5-c12d-038fef3caabc,2014-05-22,,999-59-5050,,,,Jesús825,Soto31,,,,white,hispanic,M,Roseau  Saint George  DM,1086 Pouros View Suite 9,Fort Myers,Florida,Lee County,33919,26.72778561292996,-81.88400839128175,175978.62,0.0
89ae1fdf-9fa1-2873-d459-99be498dd02a,2021-09-10,,999-35-2306,,,,Leeann571,Aufderhar910,,,,white,nonhispanic,F,Jacksonville  Florida  US,342 Hartmann Road Unit 54,Fort Myers,Florida,Lee County,,26.548584159464323,-81.87435132369602,7671.139999999999,0.0
4422715c-7f22-f4be-5573-8f1c38e497e1,2019-11-29,,999-89-9572,,,,Rose199,Konopelski743,,,,white,nonhispanic,F,Plantation  Florida  US,247 Leuschke Path Apt 13,Fort Myers,Florida,Lee County,33913,26.53316632379561,-81.80705382025053,53805.4075,355.97249999999997
21a40adb-fa08-864c-9ff2-71fb37adfc02,2019-11-29,,999-27-2891,,,,Starr864,Wyman904,,,,white,nonhispanic,F,South Sarasota  Florida  US,1070 Klein Brook,Fort Myers,Florida,Lee County,33990,26.562420275985595,-81.92097440328932,31261.379999999997,0.0
89cb4a09-9adc-61da-9a81-10eca4bc30ff,2007-05-25,,999-31-8828,,,,Owen89,Kuhlman484,,,,white,nonhispanic,M,West Palm Beach  Florida  US,498 Thompson Flat,Fort Myers,Florida,Lee County,,26.616545849930606,-81.73194613223681,180518.61000000004,0.0
46d0e092-2472-4516-6388-09f49d71ea99,1968-09-14,,999-34-4911,S99950021,X32696983X,Mr.,Aron520,Connelly992,,,S,white,nonhispanic,M,St. Petersburg  Florida  US,525 Mante Gardens Suite 77,Fort Myers,Florida,Lee County,33917,26.584666580556192,-81.98391554507035,1233943.26,0.0
2b645e1c-f786-6fea-9888-81428a993dbc,1999-11-23,,999-47-4197,S99993195,X3413873X,Mr.,Sol312,Bergstrom287,,,,white,hispanic,M,Ocoee  Florida  US,217 Harris Glen,Fort Myers,Florida,Lee County,33966,26.604180301947185,-81.71936346529922,185405.46000000005,0.0
dabedcda-81c8-cf42-6435-79cae721ee9a,1965-09-02,,999-77-4888,S99985851,X43377911X,Mr.,Stan246,O'Conner199,,,M,white,nonhispanic,M,Pinecrest  Florida  US,540 Grady Promenade,Fort Myers,Florida,Lee County,33971,26.61871383750053,-81.84493294375636,1332527.2200000002,0.0
