Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
46e63001-8bfd-30b9-a503-5fb434b2ceeb,ca4b1a4d-5f7f-3d05-99aa-635e0efc0146,Zachariah133 Kub800,M,GENERAL PRACTICE,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,40.123435,-82.913324,1
ae5bbb5e-b2d9-398f-aec3-d37ab65e9c21,992497e4-2e04-3529-ace3-a13d222812f5,Esteban536 Kassulke119,M,GENERAL PRACTICE,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,39.984799,-82.98504399999999,2
7fe44315-af3a-33cf-8160-c0f734581005,fdd84f2e-dd2f-3912-976d-b1c0ae22d1d2,Carylon722 McLaughlin530,F,GENERAL PRACTICE,5100 WEST  BROAD STREET,COLUMBUS,OH,43228,39.984799,-82.98504399999999,1
e608b992-c37e-3325-8633-dc79ffda8216,a1d1bdc6-1829-31c8-b23d-cd8a04980419,Esta787 Sauer652,F,GENERAL PRACTICE,7911 DILEY ROAD,CANAL WINCHESTER,OH,43110,39.839871,-82.81610699999997,1
00079818-a5b9-3760-93d3-e4f4cb39ab8c,25ef4c15-3d4e-39ca-8b40-cde7937b3133,Joselyn874 Rath779,F,GENERAL PRACTICE,700 CHILDREN'S DRIVE,COLUMBUS,OH,43205,39.984799,-82.98504399999999,1
2ec892cf-1b11-32c3-97ff-d1694a583f7b,b0e24437-d116-3ee5-8268-e21804e7510b,Gaston250 Walter473,M,GENERAL PRACTICE,5791 ZARLEY ST B,NEW ALBANY,OH,43054-7091,40.083073,-82.798908,56
47e8f061-9178-3c9c-a752-0cb2448e863a,ea0124f3-455c-3607-9849-68c9aa233943,Davis923 Boehm581,M,GENERAL PRACTICE,2691 E MAIN ST,BEXLEY,OH,43209-2535,39.965358,-82.93447900000001,2
364d3836-cb29-3c0f-9a56-8ff79ad722a9,64d6326e-9192-3365-855c-35412d324d2b,Jere230 Hilpert278,M,GENERAL PRACTICE,4599 CEMETERY RD,HILLIARD,OH,43026-1102,40.037608,-83.14972900000001,45
765f4975-813d-3931-a793-e8b6b342b059,8c7f765c-d42a-36f1-bb7a-88844a7f66d9,Young120 Schamberger479,F,GENERAL PRACTICE,6000 COOPER RD,WESTERVILLE,OH,43081-8984,40.1168,-82.917456,62
fc1303d7-64c8-3bbd-a26e-ed1e0a95ae45,8df6962e-34e7-3378-a8b1-64662f332ce1,Mac103 Hills818,M,GENERAL PRACTICE,113 COMMERCE PARK DR A,WESTERVILLE,OH,43082-6055,40.1168,-82.917456,43
672a7a36-7804-3d0e-a7d7-e203c884a3fe,8f9daf2a-e411-3f4a-a147-1b5c9188ae80,Clinton763 Ondricka197,M,GENERAL PRACTICE,860 S 3RD ST,GERMAN VILLAGE,OH,43206-2008,39.984799,-82.98504399999999,321
dc263b83-1eab-3ff1-9cb7-14b2ec5c6126,8761f04c-6a51-3f74-be44-e04af35f02d4,Russ979 Nader710,M,GENERAL PRACTICE,600 TAYLOR STATION RD,GAHANNA,OH,43230-6293,40.036747,-82.879862,35
abddd29c-4505-35f1-afc3-382903ed3038,c169fb77-3726-39d0-b995-ae9fd104de20,Sharee66 Heaney114,F,GENERAL PRACTICE,650 HILL RD N,PICKERINGTON,OH,43147-9201,39.890963,-82.7717,21
f6e79487-8997-3705-b420-0f7344ebbb31,f717eb49-8b59-31ff-8163-d79e10c39673,Salena230 Bashirian201,F,GENERAL PRACTICE,904 EASTWIND DR,WESTERVILLE,OH,43081-3329,40.1168,-82.917456,21
6f24d73b-474e-3c02-a695-5013e347f7d0,b1877ace-3a84-36b2-a7c9-8e641facf2c7,Harris789 Rolfson709,M,GENERAL PRACTICE,1797 HILL RD N,PICKERINGTON,OH,43147-7996,39.890963,-82.7717,38
3fc517e4-3ea9-37dc-85f9-caf3414d6a51,38760887-5409-363c-a5de-ea63d881e803,Korey682 Rempel203,M,GENERAL PRACTICE,2280 HENDERSON RD,UPPER ARLINGTON,OH,43220-2373,40.027587,-83.070722,42
07dc1b88-b214-3b13-88e9-4db67646f751,6e4d100d-84bd-35d2-9fb3-9dc7598b8dd4,Dana512 Lind531,F,GENERAL PRACTICE,6357 N HAMILTON RD,WESTERVILLE,OH,43081-1590,40.1168,-82.917456,40
e3b4471a-7654-3c16-9bb4-7ce07a78e70f,73aa3f86-d752-331c-977f-3e76909e2ca0,Thomasine260 Balistreri607,F,GENERAL PRACTICE,50 E SCHROCK RD,WESTERVILLE,OH,43081-2915,40.1168,-82.917456,37
a98995ab-4bac-3575-ab51-ca3bd1d2d746,80d39cf5-6df1-3ae7-b031-1c5a4e05d15a,Nathaniel596 Beatty507,M,GENERAL PRACTICE,886 MIDDLEBURY DR N,WORTHINGTON,OH,43085-3370,40.096813,-83.020174,37
32f28c6c-d0c1-3f55-b0fb-8cf80b106f26,486e9ae1-f510-3ed9-9109-8db1809431bb,Gabriel934 Schaden604,M,GENERAL PRACTICE,6699 E LIVINGSTON AVE,REYNOLDSBURG,OH,43068-3688,39.959583,-82.79555400000001,15
a453fa00-a9c3-314e-9925-ca52e1b6f54e,06e72179-dc50-32de-b6af-aa9e2aba595f,Morgan564 Crooks415,M,GENERAL PRACTICE,5150 E MAIN ST,WHITEHALL,OH,43213-2441,39.968968,-82.883948,136
02d58fe7-0343-313f-b352-989d3d0c9536,abac6971-673f-3098-965f-ae659cc3bdf3,Ronald408 McDermott739,M,GENERAL PRACTICE,2216 E MAIN ST,BEXLEY,OH,43209-2319,39.965358,-82.93447900000001,146
885f6229-5f47-3d16-b777-4fa593d93997,6759feaa-e439-3a1f-8f3b-19bf4e11f2b3,Emile522 Langworth352,M,GENERAL PRACTICE,4227 HOOVER RD,GROVE CITY,OH,43123-3617,39.866504,-83.066418,25
d6904fd3-6629-37d0-b87f-a36bfc8de78c,86eb5476-37c7-340b-b8a6-556b24eff212,Morgan564 Prosacco716,M,GENERAL PRACTICE,6805 AVERY MUIRFIELD DR,DUBLIN,OH,43016-7185,40.111304,-83.14431400000001,26
ca788045-5571-38a7-8c54-f9e955a13783,da863915-7475-3f56-b7a0-0a9a1d7cab0e,Ismael683 Doyle959,M,GENERAL PRACTICE,9240 DUBLIN RD,SHAWNEE HILLS,OH,43065-9643,40.160074,-83.13565600000001,54
89be3488-124d-3ee8-9846-e3c156985fe7,e72b617e-0caf-3bcf-87e5-69a16bd2a589,Alan320 Bednar518,M,GENERAL PRACTICE,9755 FAIRWAY DR,POWELL,OH,43065-6947,40.168677,-83.078774,32
