Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
d992c15b-84de-be52-0068-47d94fea5bee,1969-06-27,,999-83-6994,S99924122,X72175593X,Ms.,Sherrie396,Mante251,,,S,asian,nonhispanic,F,Finneytown  Ohio  US,483 Larson Camp Suite 29,Columbus,Ohio,Delaware County,43219,39.78347427267444,-82.93887586672614,1256479.82,0.0
8518bef1-617e-82a1-736b-e4d62f299c62,1998-03-16,,999-91-5582,S99975449,X372436X,Mr.,Samuel331,Hauck852,,,,white,nonhispanic,M,Elyria  Ohio  US,713 Armstrong Passage Apt 2,Columbus,Ohio,Delaware County,43211,39.9615823090637,-83.08680258879781,579067.9700000002,0.0
16a774fe-22fa-a648-6ef3-cbaa47b7afa6,1970-11-12,,999-88-2966,S99959019,X53029447X,Mr.,Marcel580,Spencer878,,,M,black,nonhispanic,M,Columbus  Ohio  US,841 Boyer Gardens Unit 4,Columbus,Ohio,Delaware County,43229,40.07653269618092,-83.02452271006695,1240957.2200000002,0.0
c4ce1b41-f8fc-5b92-9824-c2ffed222467,1966-12-25,,999-19-6576,S99930587,X82680486X,Ms.,Vashti163,Bode78,,,S,white,nonhispanic,F,Northbrook  Ohio  US,565 Cormier Street,Columbus,Ohio,Delaware County,43240,40.04503002519169,-83.10579243859766,1161700.7600000002,0.0
a0e87b08-c6a8-6de1-5fb9-995babc96ded,1961-07-31,,999-41-2444,S99937858,X52760709X,Mrs.,Wynell591,Upton904,,Mayert710,M,white,nonhispanic,F,Mount Carmel  Ohio  US,358 Grant Run Unit 29,Columbus,Ohio,Delaware County,43209,40.0808390629202,-83.14270539258169,1423289.7400000002,0.0
4f20ad6c-af68-28d7-c8da-3478f36d5ae9,2003-05-11,,999-57-6686,S99920414,,Ms.,Shaunte610,McLaughlin530,,,,white,nonhispanic,F,Fairfield  Ohio  US,561 Waelchi Mews Suite 42,Columbus,Ohio,Delaware County,43221,40.018681730347296,-82.94536577482286,242720.87000000002,0.0
b7d31772-aed9-2dc5-82b9-288db430ebea,2010-11-08,,999-34-1355,,,,Terry864,Braun514,,,,white,nonhispanic,M,Westerville  Ohio  US,237 Ebert Frontage road,Columbus,Ohio,Delaware County,43201,40.03371295700192,-82.92190438182907,264480.42500000005,1234.455
873be4a9-5408-7f87-51cf-39e085f13bb9,2015-07-16,,999-84-3502,,,,Calandra120,Kshlerin58,,,,white,nonhispanic,F,Lorain  Ohio  US,696 Sporer Route Unit 92,Columbus,Ohio,Delaware County,43204,39.980479031126855,-83.05421718073526,154890.59,0.0
cbac1043-183a-60e5-dfff-8ec94df2e9fb,2004-04-13,,999-61-6334,S99978675,,,Wilfred787,Rice937,,,,white,nonhispanic,M,Cleveland  Ohio  US,496 Eichmann Parade Unit 99,Columbus,Ohio,Delaware County,43110,39.895747439617516,-82.6958600791229,419190.9425000002,512.9175000000001
4ac1ff0b-a687-7548-22f2-e36508dc8468,2009-02-27,,999-59-5112,,,,Constance642,Wisozk929,,,,asian,nonhispanic,F,Canal Fulton  Ohio  US,377 Stanton Dam,Columbus,Ohio,Delaware County,43203,40.03589359977237,-82.92923931261484,308244.97000000003,0.0
