Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
5f91d49b-d3ae-30fe-ae28-38710b725641,f0f3445c-75b1-31d3-9268-4091d8c3a2ba,Aide521 Torphy630,F,GENERAL PRACTICE,3535 OLENTANGY RIVER RD,COLUMBUS,OH,43214,39.984799,-82.98504399999999,10
adfe73bd-0b4f-3d86-b0e6-76c23fadc827,ca4b1a4d-5f7f-3d05-99aa-635e0efc0146,Felicitas300 Kub800,F,GENERAL PRACTICE,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,40.123435,-82.913324,31
97071fae-4b6a-3138-a614-ece760e86794,c0227244-2b3a-3c92-9299-8e9483ace7c3,Annette105 Legros616,F,GENERAL PRACTICE,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,39.984799,-82.98504399999999,13
d4e3714f-9154-3892-83b0-cb7ff37d0b71,f01f35ff-902d-3e8b-a296-aa063c051437,Alyce744 Greenfelder433,F,GENERAL PRACTICE,793 WEST STATE STREET,COLUMBUS,OH,43222,39.984799,-82.98504399999999,10
f9d016b6-bbdd-3ca1-9482-dcb74f9d7f52,836162e7-dfdd-3d78-a108-54b8ab883ff9,Shonta375 Sanford861,F,GENERAL PRACTICE,3000 MACK ROAD,FAIRFIELD,OH,45014,39.847026,-83.29970300000002,3
f7e8fdf5-ae04-3b57-b2fd-610bb9c40fcc,992497e4-2e04-3529-ace3-a13d222812f5,June482 Kassulke119,F,GENERAL PRACTICE,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,39.984799,-82.98504399999999,15
0d453371-5500-3072-8166-af168f856b50,89175f55-c4db-3811-9f02-ace98572541f,Terrance440 Schultz619,M,GENERAL PRACTICE,7590 AUBURN ROAD,CONCORD,OH,44077,40.220213,-83.146822,1
326b349c-41d4-3d2e-99db-78623e38a045,fdd84f2e-dd2f-3912-976d-b1c0ae22d1d2,Refugio197 McLaughlin530,M,GENERAL PRACTICE,5100 WEST  BROAD STREET,COLUMBUS,OH,43228,39.984799,-82.98504399999999,8
0390c4a2-537d-34ae-93e9-bf78a0664ca0,f41e456f-9a47-3c5e-b147-7c230da09287,Lowell343 Schamberger479,M,GENERAL PRACTICE,349 OLDE RIDENOUR ROAD,COLUMBUS,OH,43230,39.984799,-82.98504399999999,9
2c3ee0c8-210a-39c9-bc1d-7ab917339d99,79389473-544e-30eb-a077-14b774d6fbfe,Christopher407 Medhurst46,M,GENERAL PRACTICE,7333 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,40.083073,-82.798908,3
721375d6-cd1c-3d1e-bc2b-e77d3a40810e,a207ee06-2a0a-38ae-874c-bc3c7ec32c9f,Patti584 Oberbrunner298,F,GENERAL PRACTICE,7500 HOSPITAL AVENUE,DUBLIN,OH,43016,40.111304,-83.14431400000002,28
1158440c-a842-350b-a7fb-eede52bcb49b,a1d1bdc6-1829-31c8-b23d-cd8a04980419,Esta787 Sauer652,F,GENERAL PRACTICE,7911 DILEY ROAD,CANAL WINCHESTER,OH,43110,39.839871,-82.81610699999997,14
a0df0283-557f-38e2-9f8a-fc0d2580ce25,25ef4c15-3d4e-39ca-8b40-cde7937b3133,Joselyn874 Rath779,F,GENERAL PRACTICE,700 CHILDREN'S DRIVE,COLUMBUS,OH,43205,39.984799,-82.98504399999999,17
779bbedf-6420-3db4-b3aa-a3a0c33f3dbd,84b6bfc8-948f-3cd2-b2f5-21927679ddc9,Hosea56 Hand679,M,GENERAL PRACTICE,5655 N HIGH ST,WORTHINGTON,OH,43085-3958,40.096813,-83.020174,110
052633da-75e4-3d64-b546-b8285cb16418,97b83944-b20f-33cb-ae7a-c02c9cd5b224,Kellee902 Greenholt190,F,GENERAL PRACTICE,1702 HILL RD N,PICKERINGTON,OH,43147-8880,39.890963,-82.7717,98
e4d3df7f-01f9-3b7b-bf7b-d6c636ed0252,b0e24437-d116-3ee5-8268-e21804e7510b,Sherry479 Walter473,F,GENERAL PRACTICE,5791 ZARLEY ST B,NEW ALBANY,OH,43054-7091,40.083073,-82.798908,25
22c4104c-97b2-3b93-a52a-734689940ad3,be3e0954-69c0-3f6e-b300-950b2253e3e6,Wanda961 Bogisich202,F,GENERAL PRACTICE,6827 N HIGH ST,WORTHINGTON,OH,43085-2517,40.096813,-83.020174,33
ef7905a3-09a7-3ea3-84a5-cfab9e51e255,06615f2f-fc35-3f94-b7c2-a17ac112bade,Pamila110 Rodriguez71,F,GENERAL PRACTICE,6180 LINWORTH RD,WORTHINGTON,OH,43085-2812,40.096813,-83.020174,50
a4a3faf6-e08e-3e69-894e-025be64a47d9,d888032e-5bcc-3d94-b0d0-c88a27f1f174,Ulysses632 Schumm995,M,GENERAL PRACTICE,7721 E MAIN ST,REYNOLDSBURG,OH,43068-1211,39.959583,-82.79555400000001,59
6abbaac0-dc85-3353-881a-39fa16dbf9f9,49428b31-4bc7-3540-9ae6-7a6446d16ddc,Avery919 Stroman228,M,GENERAL PRACTICE,387 COUNTY LINE RD W,WESTERVILLE,OH,43082-6077,40.1168,-82.917456,33
5a4b5d7f-953d-375d-9551-532f45648971,83a64a12-8de8-39d7-9a0a-3549a8e1f667,Maude482 Heathcote539,F,GENERAL PRACTICE,3736 N HIGH ST,COLUMBUS,OH,43214-3523,39.983784,-82.986659,32
ca1238d4-3cd6-3873-a289-d875b2fb4b68,1756681f-41bf-3618-9cf5-14a01644b0ad,Heike726 Kirlin939,F,GENERAL PRACTICE,6880 PERIMETER DR A,DUBLIN,OH,43016-8047,40.111304,-83.14431400000001,66
3ef12d7a-dae2-3764-9d55-65be9a2a5e5d,5a97e6ae-f013-3110-8750-ca1080618d95,Tawana222 Dickinson688,F,GENERAL PRACTICE,38 E COLUMBUS ST,PICKERINGTON,OH,43147-2316,39.890963,-82.7717,57
9e5cd4b6-e0eb-3d26-ac5a-b310e884d678,965b675c-d5f6-3d61-aedf-2702ac48aff2,Elvis145 Funk324,M,GENERAL PRACTICE,6077 FRANTZ RD,DUBLIN,OH,43017-3373,40.111304,-83.14431400000001,28
f70342a8-53f0-38ee-bcca-9e8a7075978b,ded55f31-a025-3cfe-b663-ea9983085392,Rona40 Fay398,F,GENERAL PRACTICE,1400 W 5TH AVE,COLUMBUS,OH,43212-2901,39.983784,-82.986659,32
248c5775-22ba-356c-b202-f482ec169697,ea0124f3-455c-3607-9849-68c9aa233943,Davis923 Boehm581,M,GENERAL PRACTICE,2691 E MAIN ST,BEXLEY,OH,43209-2535,39.965358,-82.93447900000001,802
bff4552d-4e40-3c65-944b-5bec37f240c7,12c18dba-91e2-323e-95ae-94955f84026c,Leon728 Shields502,M,GENERAL PRACTICE,20 S HIGH ST,CANAL WINCHESTER,OH,43110-1251,39.839871,-82.81610699999999,67
d2b45a7a-00da-3ef9-a326-b66435679003,0696b7cf-8506-380b-868b-3863e530f554,Rod343 Rogahn59,M,GENERAL PRACTICE,60 W COLUMBUS ST,PICKERINGTON,OH,43147-1256,39.890963,-82.7717,93
df3035ad-36e2-3917-842b-6f6f0b5d62f1,949a1fd9-2bf3-3ab3-93b5-8c454e67bcbf,Carline928 Swaniawski813,F,GENERAL PRACTICE,71 CLAIREDAN DR,POWELL,OH,43065-8064,40.168677,-83.078774,32
9a973cda-a1b5-3bac-8b20-0e5bea0de818,1621004b-e599-39af-950d-74ffa46d7223,Debby656 Hahn503,F,GENERAL PRACTICE,881 HIGH ST,WORTHINGTON,OH,43085-4109,40.096813,-83.020174,32
0292bab1-d510-34b6-818c-8c481a15077d,5f24f48a-9264-3f11-ad37-e0b62bc31a64,Chae49 Gorczany269,F,GENERAL PRACTICE,417 HILL RD N,PICKERINGTON,OH,43147-1310,39.890963,-82.7717,106
7f135d2d-c693-3d59-98f0-95282b939457,623c94d1-bb4c-352f-b217-cb4a1ac7d557,Enrique929 Hammes673,M,GENERAL PRACTICE,943 E JOHNSTOWN RD,GAHANNA,OH,43230-1851,40.036747,-82.879862,37
a68ac183-8c9c-3af7-92bb-dce77b8bae15,978ecbe1-1b8e-326c-b1af-04e54a333fdb,Jerry654 Kautzer186,M,GENERAL PRACTICE,139 WATERFORD DR,DUBLIN,OH,43017-1148,40.111304,-83.14431400000001,21
a0de08d9-9137-3c12-95fc-2551902a581e,e603fe28-eb22-3f70-b106-e7a7adfd3691,Latoria810 Goldner995,F,GENERAL PRACTICE,7215 SAWMILL RD,DUBLIN,OH,43016-5001,40.111304,-83.14431400000001,5
028b12d1-0b8e-30a3-bc30-f131ec8dd92c,cd004f5a-8963-34f3-96b7-bf77836d0500,Josie226 Kris249,F,GENERAL PRACTICE,2049 STRINGTOWN RD,GROVE CITY,OH,43123-2930,39.866504,-83.066418,29
9c74996c-8a36-38ee-924a-b97818883ed5,31fedb9c-6758-3b4f-ac70-1925b4af0d40,Danita413 Kassulke119,F,GENERAL PRACTICE,2203 STRINGTOWN RD,GROVE CITY,OH,43123-2928,39.866504,-83.066418,29
3a6fceba-e52b-3721-83b0-c404c1fbb01e,313635ff-8a3a-3e29-9f75-9c557041a1fa,Lovie151 Fritsch593,F,GENERAL PRACTICE,778 S CASSINGHAM RD,COLUMBUS,OH,43209-2404,39.983784,-82.986659,74
c372b91f-bd38-39b5-82ef-e356819e56f4,7d9df9ac-9cfa-3f77-868b-00f40a17e2ad,Beau391 Quitzon246,M,GENERAL PRACTICE,870 HIGH ST,WORTHINGTON,OH,43085-4141,40.096813,-83.020174,80
e717b06a-eae5-31fb-9281-0587b415d7d2,498d4fc8-dcbe-38cb-9716-e8fff386f426,Jose871 Tremblay80,M,GENERAL PRACTICE,6850 PERIMETER DR A,DUBLIN,OH,43016-8047,40.111304,-83.14431400000001,47
c3b84dae-c555-3891-9ac7-9d9a99aa7474,b108becf-1db7-367c-9cb6-04eabf9337b8,Santos184 Satterfield305,M,GENERAL PRACTICE,3998 POWELL RD,POWELL,OH,43065-7662,40.168677,-83.078774,144
7a87f477-2d04-375b-b877-db0e54a5cf60,fdb7b142-c796-396f-a400-696f62701d3a,Winston220 Gusikowski974,M,GENERAL PRACTICE,7625 HOSPITAL DR,DUBLIN,OH,43016-9649,40.111304,-83.14431400000001,47
d27dd16f-2e56-3d7d-8a6a-358140bed2a7,f20608d3-38c8-3619-a1bd-cea51f7d80da,Luella739 Greenfelder433,F,GENERAL PRACTICE,830 E JOHNSONTOWN RD,GAHANNA,OH,43230-0001,40.036747,-82.879862,33
6cced43a-f53b-34ae-82ac-b1cf032bad48,e72408d7-cef0-30bf-87cf-9436d43417a9,Joane83 Gutmann970,F,GENERAL PRACTICE,550 S CLEVELAND AVE E,WESTERVILLE,OH,43081-8958,40.1168,-82.917456,4
d2a821d8-ae4b-3072-9073-8bf4420577e4,4865ea96-151c-3f01-9680-f7466e3f9bb6,Lyla842 Runte676,F,GENERAL PRACTICE,3220 RIVERSIDE DR,UPPER ARLINGTON,OH,43221-1752,40.027587,-83.070722,184
c813f597-5520-3a52-9db2-0b9a6562b45a,75319628-a75d-3b0a-b061-a6e331030513,Kenneth671 Crona259,M,GENERAL PRACTICE,73 MILL ST A,GAHANNA,OH,43230-3080,40.036747,-82.879862,31
